"Revision";"guid";"link";"category";"title";"description";"pubDate"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24857";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24858";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24859";"CVE";"Windows Internet Key Exchange (IKE) Extension Denial of Service Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24861";"CVE";"Windows Graphics Component Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24862";"CVE";"Windows Secure Channel Denial of Service Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24863";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24864";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24865";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24866";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24906";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24867";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24907";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24868";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24908";"CVE";"Remote Procedure Call Runtime Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24869";"CVE";"Remote Procedure Call Runtime Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24909";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24910";"CVE";"Windows Graphics Component Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24870";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24911";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Information Disclosure Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24871";"CVE";"Windows Bluetooth Service Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24872";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24913";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1017";"CVE";"CERT/CC: CVE-2023-1017 TPM2.0 Module Library Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24876";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24880";"CVE";"Windows SmartScreen Security Feature Bypass Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23946";"CVE";"GitHub: CVE-2023-23946 mingit Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-22743";"CVE";"GitHub: CVE-2023-22743 Git for Windows Installer Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23618";"CVE";"GitHub: CVE-2023-23618 Git for Windows Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24890";"CVE";"Microsoft OneDrive for iOS Security Feature Bypass Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24892";"CVE";"Microsoft Edge (Chromium-based) Webview2 Spoofing Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1018";"CVE";"CERT/CC: CVE-2023-1018 TPM2.0 Module Library Elevation of Privilege Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"2.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-23257";"CVE";"Windows Hyper-V Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"4.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-26414";"CVE";"Windows DCOM Server Security Feature Bypass";"";"Tue, 14 Mar 2023 07:00:00 Z"
"2.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41127";"CVE";"Microsoft Dynamics NAV and Microsoft Dynamics 365 Business Central (On Premises) Remote Code Execution Vulnerability";"";"Tue, 14 Mar 2023 07:00:00 Z"
"2.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-23816";"CVE";"AMD: CVE-2022-23816 AMD CPU Branch Type Confusion";"";"Tue, 14 Mar 2023 07:00:00 Z"
"2.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-23825";"CVE";"AMD: CVE-2022-23825 AMD CPU Branch Type Confusion";"";"Tue, 14 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1213";"CVE";"Chromium: CVE-2023-1213 Use after free in Swiftshader";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1214";"CVE";"Chromium: CVE-2023-1214 Type Confusion in V8";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1215";"CVE";"Chromium: CVE-2023-1215 Type Confusion in CSS";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1216";"CVE";"Chromium: CVE-2023-1216 Use after free in DevTools";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1217";"CVE";"Chromium: CVE-2023-1217 Stack buffer overflow in Crash reporting";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1218";"CVE";"Chromium: CVE-2023-1218 Use after free in WebRTC";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1219";"CVE";"Chromium: CVE-2023-1219 Heap buffer overflow in Metrics";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1220";"CVE";"Chromium: CVE-2023-1220 Heap buffer overflow in UMA";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1221";"CVE";"Chromium: CVE-2023-1221 Insufficient policy enforcement in Extensions API";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1222";"CVE";"Chromium: CVE-2023-1222 Heap buffer overflow in Web Audio API";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1223";"CVE";"Chromium: CVE-2023-1223 Insufficient policy enforcement in Autofill";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1224";"CVE";"Chromium: CVE-2023-1224 Insufficient policy enforcement in Web Payments API";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1228";"CVE";"Chromium: CVE-2023-1228 Insufficient policy enforcement in Intents";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1229";"CVE";"Chromium: CVE-2023-1229 Inappropriate implementation in Permission prompts";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1230";"CVE";"Chromium: CVE-2023-1230 Inappropriate implementation in WebApp Installs";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1231";"CVE";"Chromium: CVE-2023-1231 Inappropriate implementation in Autofill";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1232";"CVE";"Chromium: CVE-2023-1232 Insufficient policy enforcement in Resource Timing";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1233";"CVE";"Chromium: CVE-2023-1233 Insufficient policy enforcement in Resource Timing";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1234";"CVE";"Chromium: CVE-2023-1234 Inappropriate implementation in Intents";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1235";"CVE";"Chromium: CVE-2023-1235 Type Confusion in DevTools";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-1236";"CVE";"Chromium: CVE-2023-1236 Inappropriate implementation in Internals";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Mon, 13 Mar 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21805";"CVE";"Windows MSHTML Platform Remote Code Execution Vulnerability";"";"Thu, 02 Mar 2023 08:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0927";"CVE";"Chromium: CVE-2023-0927 Use after free in Web Payments API";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Sat, 25 Feb 2023 08:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0928";"CVE";"Chromium: CVE-2023-0928 Use after free in SwiftShader";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Sat, 25 Feb 2023 08:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0929";"CVE";"Chromium: CVE-2023-0929 Use after free in Vulkan";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Sat, 25 Feb 2023 08:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0930";"CVE";"Chromium: CVE-2023-0930 Heap buffer overflow in Video";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Sat, 25 Feb 2023 08:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0931";"CVE";"Chromium: CVE-2023-0931 Use after free in Video";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Sat, 25 Feb 2023 08:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0932";"CVE";"Chromium: CVE-2023-0932 Use after free in WebRTC";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Sat, 25 Feb 2023 08:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0933";"CVE";"Chromium: CVE-2023-0933 Integer overflow in PDF";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Sat, 25 Feb 2023 08:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0941";"CVE";"Chromium: CVE-2023-0941 Use after free in Prompts";"This CVE was assigned by Chrome.  Microsoft Edge (Chromium-based) ingests Chromium, which addresses this vulnerability. Please see Google Chrome Releases for more information.
";"Sat, 25 Feb 2023 08:00:00 Z"
"1.2000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21568";"CVE";"Microsoft SQL Server Integration Service (VS extension) Remote Code Execution Vulnerability";"";"Thu, 23 Feb 2023 08:00:00 Z"
"2.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21716";"CVE";"Microsoft Word Remote Code Execution Vulnerability";"";"Thu, 23 Feb 2023 08:00:00 Z"
"2.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-0286";"CVE";"";"";"Thu, 23 Feb 2023 00:08:44 Z"
